epoch,condition,seed,detector,dataset,reward,training_visits,resets,states,epsilon,variant
0,RBF_I__s112__concept__moderate,17,adwin,RBF_I,33.38,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__severe,17,adwin,RBF_I,33.16,57000,1,2,0.1,alarm
1,RBF_I__s112__concept__moderate,17,adwin,RBF_I,36.06,57000,0,2,0.1,alarm
1,RBF_I__s112__concept__severe,17,adwin,RBF_I,34.8,57000,0,2,0.1,alarm
1,RBF_I__s112__instance__moderate,17,adwin,RBF_I,32.16,57000,1,2,0.1,alarm
1,RBF_I__s112__clean__none,17,adwin,RBF_I,33.12,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__moderate,17,adwin,RBF_I,34.68,57000,0,2,0.1,alarm
1,RBF_I__s112__instance__severe,17,adwin,RBF_I,31.52,57000,2,2,0.1,alarm
2,RBF_I__s112__concept__moderate,17,adwin,RBF_I,32.64,57000,5,2,0.1,alarm
2,RBF_I__s112__concept__severe,17,adwin,RBF_I,34.02,57000,0,2,0.1,alarm
2,RBF_I__s112__splice__moderate,17,adwin,RBF_I,35.660000000000004,57000,0,2,0.1,alarm
2,RBF_I__s112__clean__none,17,adwin,RBF_I,32.92,57000,0,2,0.1,alarm
2,RBF_I__s112__instance__severe,17,adwin,RBF_I,33.36,57000,0,2,0.1,alarm
2,RBF_I__s112__splice__severe,17,adwin,RBF_I,33.82,57000,1,2,0.1,alarm
2,RBF_I__s112__instance__moderate,17,adwin,RBF_I,31.76,57000,28,2,0.1,alarm
3,RBF_I__s112__concept__moderate,17,adwin,RBF_I,35.78,57000,0,2,0.1,alarm
3,RBF_I__s112__splice__severe,17,adwin,RBF_I,31.44,57000,1,2,0.1,alarm
3,RBF_I__s112__clean__none,17,adwin,RBF_I,32.84,57000,27,2,0.1,alarm
3,RBF_I__s112__instance__severe,17,adwin,RBF_I,29.82,57000,6,2,0.1,alarm
3,RBF_I__s112__concept__severe,17,adwin,RBF_I,32.0,57000,16,2,0.1,alarm
3,RBF_I__s112__splice__moderate,17,adwin,RBF_I,33.32,57000,1,2,0.1,alarm
3,RBF_I__s112__instance__moderate,17,adwin,RBF_I,34.04,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__moderate,27,adwin,RBF_I,32.06,57000,3,2,0.1,alarm
0,RBF_I__s112__clean__none,27,adwin,RBF_I,32.0,57000,3,2,0.1,alarm
0,RBF_I__s112__instance__severe,27,adwin,RBF_I,30.9,57000,1,2,0.1,alarm
0,RBF_I__s112__splice__severe,27,adwin,RBF_I,34.24,57000,0,2,0.1,alarm
0,RBF_I__s112__concept__moderate,27,adwin,RBF_I,36.06,57000,0,2,0.1,alarm
0,RBF_I__s112__concept__severe,27,adwin,RBF_I,32.94,57000,3,2,0.1,alarm
0,RBF_I__s112__splice__moderate,27,adwin,RBF_I,31.72,57000,2,2,0.1,alarm
1,RBF_I__s112__clean__none,27,adwin,RBF_I,32.72,57000,2,2,0.1,alarm
1,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.58,57000,2,2,0.1,alarm
1,RBF_I__s112__concept__severe,27,adwin,RBF_I,31.62,57000,1,2,0.1,alarm
1,RBF_I__s112__instance__moderate,27,adwin,RBF_I,32.24,57000,2,2,0.1,alarm
1,RBF_I__s112__instance__severe,27,adwin,RBF_I,31.74,57000,0,2,0.1,alarm
1,RBF_I__s112__concept__moderate,27,adwin,RBF_I,33.86,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__moderate,27,adwin,RBF_I,32.94,57000,2,2,0.1,alarm
2,RBF_I__s112__instance__severe,27,adwin,RBF_I,29.56,57000,2,2,0.1,alarm
2,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.98,57000,20,2,0.1,alarm
2,RBF_I__s112__concept__severe,27,adwin,RBF_I,31.94,57000,18,2,0.1,alarm
2,RBF_I__s112__concept__moderate,27,adwin,RBF_I,31.18,57000,2,2,0.1,alarm
2,RBF_I__s112__clean__none,27,adwin,RBF_I,32.32,57000,1,2,0.1,alarm
2,RBF_I__s112__splice__moderate,27,adwin,RBF_I,32.92,57000,22,2,0.1,alarm
2,RBF_I__s112__instance__moderate,27,adwin,RBF_I,31.08,57000,32,2,0.1,alarm
3,RBF_I__s112__concept__moderate,27,adwin,RBF_I,35.52,57000,0,2,0.1,alarm
3,RBF_I__s112__clean__none,27,adwin,RBF_I,33.64,57000,1,2,0.1,alarm
3,RBF_I__s112__instance__moderate,27,adwin,RBF_I,31.16,57000,33,2,0.1,alarm
3,RBF_I__s112__instance__severe,27,adwin,RBF_I,31.14,57000,1,2,0.1,alarm
3,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.9,57000,22,2,0.1,alarm
3,RBF_I__s112__splice__moderate,27,adwin,RBF_I,35.66,57000,2,2,0.1,alarm
3,RBF_I__s112__concept__severe,27,adwin,RBF_I,33.12,57000,1,2,0.1,alarm
0,RBF_I__s112__clean__none,37,adwin,RBF_I,33.56,57000,2,2,0.1,alarm
0,RBF_I__s112__splice__severe,37,adwin,RBF_I,34.28,57000,0,2,0.1,alarm
0,RBF_I__s112__instance__moderate,37,adwin,RBF_I,34.42,57000,0,2,0.1,alarm
0,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.66,57000,0,2,0.1,alarm
0,RBF_I__s112__splice__moderate,37,adwin,RBF_I,34.160000000000004,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__severe,37,adwin,RBF_I,34.96,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__severe,37,adwin,RBF_I,30.9,57000,1,2,0.1,alarm
1,RBF_I__s112__concept__moderate,37,adwin,RBF_I,33.86,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__moderate,37,adwin,RBF_I,35.0,57000,0,2,0.1,alarm
1,RBF_I__s112__instance__severe,37,adwin,RBF_I,29.66,57000,3,2,0.1,alarm
1,RBF_I__s112__splice__severe,37,adwin,RBF_I,30.5,57000,1,2,0.1,alarm
1,RBF_I__s112__clean__none,37,adwin,RBF_I,32.44,57000,1,2,0.1,alarm
1,RBF_I__s112__concept__severe,37,adwin,RBF_I,32.1,57000,0,2,0.1,alarm
1,RBF_I__s112__instance__moderate,37,adwin,RBF_I,31.7,57000,1,2,0.1,alarm
2,RBF_I__s112__clean__none,37,adwin,RBF_I,33.0,57000,0,2,0.1,alarm
2,RBF_I__s112__instance__severe,37,adwin,RBF_I,33.34,57000,0,2,0.1,alarm
2,RBF_I__s112__instance__moderate,37,adwin,RBF_I,31.74,57000,4,2,0.1,alarm
2,RBF_I__s112__splice__severe,37,adwin,RBF_I,34.86,57000,0,2,0.1,alarm
2,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.12,57000,0,2,0.1,alarm
2,RBF_I__s112__splice__moderate,37,adwin,RBF_I,32.76,57000,1,2,0.1,alarm
2,RBF_I__s112__concept__severe,37,adwin,RBF_I,31.1,57000,3,2,0.1,alarm
3,RBF_I__s112__concept__severe,37,adwin,RBF_I,33.12,57000,1,2,0.1,alarm
3,RBF_I__s112__clean__none,37,adwin,RBF_I,31.78,57000,1,2,0.1,alarm
3,RBF_I__s112__instance__moderate,37,adwin,RBF_I,33.2,57000,1,2,0.1,alarm
3,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.160000000000004,57000,1,2,0.1,alarm
3,RBF_I__s112__splice__moderate,37,adwin,RBF_I,34.94,57000,1,2,0.1,alarm
3,RBF_I__s112__instance__severe,37,adwin,RBF_I,33.32,57000,0,2,0.1,alarm
3,RBF_I__s112__splice__severe,37,adwin,RBF_I,30.5,57000,8,2,0.1,alarm
0,RBF_I__s112__splice__moderate,47,adwin,RBF_I,35.04,57000,0,2,0.1,alarm
0,RBF_I__s112__clean__none,47,adwin,RBF_I,32.76,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__severe,47,adwin,RBF_I,33.32,57000,0,2,0.1,alarm
0,RBF_I__s112__concept__severe,47,adwin,RBF_I,31.14,57000,2,2,0.1,alarm
0,RBF_I__s112__instance__moderate,47,adwin,RBF_I,33.9,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__moderate,47,adwin,RBF_I,36.06,57000,0,2,0.1,alarm
0,RBF_I__s112__splice__severe,47,adwin,RBF_I,34.06,57000,0,2,0.1,alarm
1,RBF_I__s112__clean__none,47,adwin,RBF_I,32.96,57000,3,2,0.1,alarm
1,RBF_I__s112__instance__moderate,47,adwin,RBF_I,33.52,57000,2,2,0.1,alarm
1,RBF_I__s112__splice__moderate,47,adwin,RBF_I,33.84,57000,1,2,0.1,alarm
1,RBF_I__s112__splice__severe,47,adwin,RBF_I,31.96,57000,2,2,0.1,alarm
1,RBF_I__s112__concept__moderate,47,adwin,RBF_I,33.96,57000,2,2,0.1,alarm
1,RBF_I__s112__concept__severe,47,adwin,RBF_I,33.78,57000,0,2,0.1,alarm
1,RBF_I__s112__instance__severe,47,adwin,RBF_I,30.46,57000,1,2,0.1,alarm
2,RBF_I__s112__clean__none,47,adwin,RBF_I,32.62,57000,1,2,0.1,alarm
2,RBF_I__s112__splice__moderate,47,adwin,RBF_I,34.160000000000004,57000,0,2,0.1,alarm
2,RBF_I__s112__splice__severe,47,adwin,RBF_I,32.76,57000,2,2,0.1,alarm
2,RBF_I__s112__concept__moderate,47,adwin,RBF_I,35.78,57000,0,2,0.1,alarm
2,RBF_I__s112__instance__moderate,47,adwin,RBF_I,32.12,57000,1,2,0.1,alarm
2,RBF_I__s112__instance__severe,47,adwin,RBF_I,30.88,57000,1,2,0.1,alarm
2,RBF_I__s112__concept__severe,47,adwin,RBF_I,33.26,57000,0,2,0.1,alarm
3,RBF_I__s112__instance__moderate,47,adwin,RBF_I,31.76,57000,1,2,0.1,alarm
3,RBF_I__s112__instance__severe,47,adwin,RBF_I,30.04,57000,29,2,0.1,alarm
3,RBF_I__s112__concept__severe,47,adwin,RBF_I,35.14,57000,1,2,0.1,alarm
3,RBF_I__s112__clean__none,47,adwin,RBF_I,32.8,57000,2,2,0.1,alarm
3,RBF_I__s112__splice__severe,47,adwin,RBF_I,30.16,57000,2,2,0.1,alarm
3,RBF_I__s112__concept__moderate,47,adwin,RBF_I,32.56,57000,20,2,0.1,alarm
3,RBF_I__s112__splice__moderate,47,adwin,RBF_I,32.76,57000,17,2,0.1,alarm
0,RBF_I__s112__clean__none,7,adwin,RBF_I,32.76,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__splice__moderate,7,adwin,RBF_I,32.3,57000,4,4,0.1,alarm_persistence
0,RBF_I__s112__splice__severe,7,adwin,RBF_I,30.3,57000,4,4,0.1,alarm_persistence
0,RBF_I__s112__instance__severe,7,adwin,RBF_I,31.74,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__concept__severe,7,adwin,RBF_I,32.44,57000,3,4,0.1,alarm_persistence
0,RBF_I__s112__instance__moderate,7,adwin,RBF_I,30.88,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__concept__moderate,7,adwin,RBF_I,33.02,57000,5,4,0.1,alarm_persistence
1,RBF_I__s112__splice__severe,7,adwin,RBF_I,31.3,57000,6,4,0.1,alarm_persistence
1,RBF_I__s112__instance__severe,7,adwin,RBF_I,31.1,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__clean__none,7,adwin,RBF_I,32.48,57000,3,4,0.1,alarm_persistence
1,RBF_I__s112__concept__moderate,7,adwin,RBF_I,32.72,57000,5,4,0.1,alarm_persistence
1,RBF_I__s112__concept__severe,7,adwin,RBF_I,33.36,57000,0,4,0.1,alarm_persistence
1,RBF_I__s112__instance__moderate,7,adwin,RBF_I,31.64,57000,4,4,0.1,alarm_persistence
1,RBF_I__s112__splice__moderate,7,adwin,RBF_I,32.160000000000004,57000,5,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,7,adwin,RBF_I,29.9,57000,5,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,7,adwin,RBF_I,31.1,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,7,adwin,RBF_I,32.46,57000,4,4,0.1,alarm_persistence
2,RBF_I__s112__concept__moderate,7,adwin,RBF_I,35.7,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__splice__severe,7,adwin,RBF_I,32.3,57000,2,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,7,adwin,RBF_I,32.96,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__splice__moderate,7,adwin,RBF_I,31.84,57000,3,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,7,adwin,RBF_I,30.9,57000,2,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,7,adwin,RBF_I,31.58,57000,3,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,7,adwin,RBF_I,31.4,57000,5,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,7,adwin,RBF_I,36.18,57000,0,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,7,adwin,RBF_I,32.42,57000,2,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,7,adwin,RBF_I,31.04,57000,2,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,7,adwin,RBF_I,32.56,57000,13,4,0.1,alarm_persistence
0,RBF_I__s112__instance__moderate,17,adwin,RBF_I,31.94,57000,8,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,17,adwin,RBF_I,32.6,57000,7,4,0.1,alarm_persistence
0,RBF_I__s112__concept__severe,17,adwin,RBF_I,32.34,57000,8,4,0.1,alarm_persistence
0,RBF_I__s112__instance__severe,17,adwin,RBF_I,31.2,57000,9,4,0.1,alarm_persistence
0,RBF_I__s112__splice__severe,17,adwin,RBF_I,32.36,57000,4,4,0.1,alarm_persistence
0,RBF_I__s112__splice__moderate,17,adwin,RBF_I,32.24,57000,6,4,0.1,alarm_persistence
0,RBF_I__s112__concept__moderate,17,adwin,RBF_I,32.02,57000,4,4,0.1,alarm_persistence
1,RBF_I__s112__splice__severe,17,adwin,RBF_I,32.1,57000,5,4,0.1,alarm_persistence
1,RBF_I__s112__concept__moderate,17,adwin,RBF_I,32.54,57000,6,4,0.1,alarm_persistence
1,RBF_I__s112__concept__severe,17,adwin,RBF_I,32.4,57000,7,4,0.1,alarm_persistence
1,RBF_I__s112__instance__moderate,17,adwin,RBF_I,32.02,57000,7,4,0.1,alarm_persistence
1,RBF_I__s112__clean__none,17,adwin,RBF_I,32.6,57000,5,4,0.1,alarm_persistence
1,RBF_I__s112__splice__moderate,17,adwin,RBF_I,32.58,57000,8,4,0.1,alarm_persistence
1,RBF_I__s112__instance__severe,17,adwin,RBF_I,31.08,57000,8,4,0.1,alarm_persistence
2,RBF_I__s112__concept__moderate,17,adwin,RBF_I,31.94,57000,7,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,17,adwin,RBF_I,32.32,57000,4,4,0.1,alarm_persistence
2,RBF_I__s112__splice__moderate,17,adwin,RBF_I,32.06,57000,5,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,17,adwin,RBF_I,32.6,57000,5,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,17,adwin,RBF_I,30.82,57000,8,4,0.1,alarm_persistence
2,RBF_I__s112__splice__severe,17,adwin,RBF_I,32.38,57000,5,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,17,adwin,RBF_I,31.98,57000,8,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,17,adwin,RBF_I,32.22,57000,4,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,17,adwin,RBF_I,32.02,57000,5,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,17,adwin,RBF_I,32.6,57000,5,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,17,adwin,RBF_I,29.62,57000,16,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,17,adwin,RBF_I,30.96,57000,8,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,17,adwin,RBF_I,32.54,57000,8,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,17,adwin,RBF_I,32.02,57000,8,4,0.1,alarm_persistence
0,RBF_I__s112__instance__moderate,27,adwin,RBF_I,32.06,57000,3,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,27,adwin,RBF_I,32.0,57000,3,4,0.1,alarm_persistence
0,RBF_I__s112__instance__severe,27,adwin,RBF_I,30.9,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__splice__severe,27,adwin,RBF_I,34.24,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__concept__moderate,27,adwin,RBF_I,36.06,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__concept__severe,27,adwin,RBF_I,32.94,57000,3,4,0.1,alarm_persistence
0,RBF_I__s112__splice__moderate,27,adwin,RBF_I,31.72,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__clean__none,27,adwin,RBF_I,32.72,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.58,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__concept__severe,27,adwin,RBF_I,31.62,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__instance__moderate,27,adwin,RBF_I,32.24,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__instance__severe,27,adwin,RBF_I,31.74,57000,0,4,0.1,alarm_persistence
1,RBF_I__s112__concept__moderate,27,adwin,RBF_I,33.86,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__splice__moderate,27,adwin,RBF_I,32.94,57000,2,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,27,adwin,RBF_I,29.56,57000,2,4,0.1,alarm_persistence
2,RBF_I__s112__splice__severe,27,adwin,RBF_I,31.46,57000,3,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,27,adwin,RBF_I,34.0,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__concept__moderate,27,adwin,RBF_I,31.18,57000,2,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,27,adwin,RBF_I,32.32,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__splice__moderate,27,adwin,RBF_I,31.34,57000,3,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,27,adwin,RBF_I,31.96,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,27,adwin,RBF_I,35.52,57000,0,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,27,adwin,RBF_I,33.64,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,27,adwin,RBF_I,31.66,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,27,adwin,RBF_I,31.14,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,27,adwin,RBF_I,34.64,57000,0,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,27,adwin,RBF_I,35.66,57000,2,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,27,adwin,RBF_I,33.12,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,37,adwin,RBF_I,33.56,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__splice__severe,37,adwin,RBF_I,34.28,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__instance__moderate,37,adwin,RBF_I,34.42,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.66,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__splice__moderate,37,adwin,RBF_I,34.160000000000004,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__concept__severe,37,adwin,RBF_I,34.96,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__instance__severe,37,adwin,RBF_I,30.9,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__concept__moderate,37,adwin,RBF_I,33.86,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__splice__moderate,37,adwin,RBF_I,35.0,57000,0,4,0.1,alarm_persistence
1,RBF_I__s112__instance__severe,37,adwin,RBF_I,29.66,57000,3,4,0.1,alarm_persistence
1,RBF_I__s112__splice__severe,37,adwin,RBF_I,30.5,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__clean__none,37,adwin,RBF_I,32.44,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__concept__severe,37,adwin,RBF_I,32.1,57000,0,4,0.1,alarm_persistence
1,RBF_I__s112__instance__moderate,37,adwin,RBF_I,31.7,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,37,adwin,RBF_I,33.0,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,37,adwin,RBF_I,33.34,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,37,adwin,RBF_I,31.74,57000,4,4,0.1,alarm_persistence
2,RBF_I__s112__splice__severe,37,adwin,RBF_I,34.86,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.12,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__splice__moderate,37,adwin,RBF_I,32.76,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,37,adwin,RBF_I,31.1,57000,3,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,37,adwin,RBF_I,33.12,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,37,adwin,RBF_I,31.78,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,37,adwin,RBF_I,33.2,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,37,adwin,RBF_I,35.160000000000004,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,37,adwin,RBF_I,34.94,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,37,adwin,RBF_I,33.32,57000,0,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,37,adwin,RBF_I,31.44,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__splice__moderate,47,adwin,RBF_I,35.04,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,47,adwin,RBF_I,32.76,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__instance__severe,47,adwin,RBF_I,33.32,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__concept__severe,47,adwin,RBF_I,31.14,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__instance__moderate,47,adwin,RBF_I,33.9,57000,1,4,0.1,alarm_persistence
0,RBF_I__s112__concept__moderate,47,adwin,RBF_I,36.06,57000,0,4,0.1,alarm_persistence
0,RBF_I__s112__splice__severe,47,adwin,RBF_I,34.06,57000,0,4,0.1,alarm_persistence
1,RBF_I__s112__clean__none,47,adwin,RBF_I,32.96,57000,3,4,0.1,alarm_persistence
1,RBF_I__s112__instance__moderate,47,adwin,RBF_I,33.52,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__splice__moderate,47,adwin,RBF_I,33.84,57000,1,4,0.1,alarm_persistence
1,RBF_I__s112__splice__severe,47,adwin,RBF_I,31.96,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__concept__moderate,47,adwin,RBF_I,33.96,57000,2,4,0.1,alarm_persistence
1,RBF_I__s112__concept__severe,47,adwin,RBF_I,33.78,57000,0,4,0.1,alarm_persistence
1,RBF_I__s112__instance__severe,47,adwin,RBF_I,30.46,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__clean__none,47,adwin,RBF_I,32.62,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__splice__moderate,47,adwin,RBF_I,34.160000000000004,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__splice__severe,47,adwin,RBF_I,32.76,57000,2,4,0.1,alarm_persistence
2,RBF_I__s112__concept__moderate,47,adwin,RBF_I,35.78,57000,0,4,0.1,alarm_persistence
2,RBF_I__s112__instance__moderate,47,adwin,RBF_I,32.12,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__instance__severe,47,adwin,RBF_I,30.88,57000,1,4,0.1,alarm_persistence
2,RBF_I__s112__concept__severe,47,adwin,RBF_I,33.26,57000,0,4,0.1,alarm_persistence
3,RBF_I__s112__instance__moderate,47,adwin,RBF_I,31.76,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__instance__severe,47,adwin,RBF_I,31.16,57000,2,4,0.1,alarm_persistence
3,RBF_I__s112__concept__severe,47,adwin,RBF_I,35.14,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__clean__none,47,adwin,RBF_I,32.8,57000,2,4,0.1,alarm_persistence
3,RBF_I__s112__splice__severe,47,adwin,RBF_I,30.16,57000,2,4,0.1,alarm_persistence
3,RBF_I__s112__concept__moderate,47,adwin,RBF_I,34.44,57000,1,4,0.1,alarm_persistence
3,RBF_I__s112__splice__moderate,47,adwin,RBF_I,32.82,57000,2,4,0.1,alarm_persistence
0,RBF_I__s112__clean__none,7,d3_oof,RBF_I,32.660000000000004,57000,3,2,0.1,alarm
0,RBF_I__s112__splice__moderate,7,d3_oof,RBF_I,31.22,57000,3,2,0.1,alarm
0,RBF_I__s112__splice__severe,7,d3_oof,RBF_I,34.04,57000,0,2,0.1,alarm
0,RBF_I__s112__instance__severe,7,d3_oof,RBF_I,30.0,57000,2,2,0.1,alarm
0,RBF_I__s112__concept__severe,7,d3_oof,RBF_I,32.6,57000,1,2,0.1,alarm
0,RBF_I__s112__instance__moderate,7,d3_oof,RBF_I,31.86,57000,1,2,0.1,alarm
0,RBF_I__s112__concept__moderate,7,d3_oof,RBF_I,33.08,57000,3,2,0.1,alarm
1,RBF_I__s112__splice__severe,7,d3_oof,RBF_I,33.44,57000,2,2,0.1,alarm
1,RBF_I__s112__instance__severe,7,d3_oof,RBF_I,31.1,57000,1,2,0.1,alarm
1,RBF_I__s112__clean__none,7,d3_oof,RBF_I,32.56,57000,2,2,0.1,alarm
1,RBF_I__s112__concept__moderate,7,d3_oof,RBF_I,33.46,57000,1,2,0.1,alarm
1,RBF_I__s112__concept__severe,7,d3_oof,RBF_I,32.54,57000,2,2,0.1,alarm
1,RBF_I__s112__instance__moderate,7,d3_oof,RBF_I,32.0,57000,27,2,0.1,alarm
1,RBF_I__s112__splice__moderate,7,d3_oof,RBF_I,32.18,57000,30,2,0.1,alarm
2,RBF_I__s112__concept__severe,7,d3_oof,RBF_I,31.98,57000,18,2,0.1,alarm
2,RBF_I__s112__instance__severe,7,d3_oof,RBF_I,31.1,57000,2,2,0.1,alarm
2,RBF_I__s112__clean__none,7,d3_oof,RBF_I,32.800000000000004,57000,27,2,0.1,alarm
2,RBF_I__s112__concept__moderate,7,d3_oof,RBF_I,32.84,57000,28,2,0.1,alarm
2,RBF_I__s112__splice__severe,7,d3_oof,RBF_I,32.660000000000004,57000,18,2,0.1,alarm
2,RBF_I__s112__instance__moderate,7,d3_oof,RBF_I,31.12,57000,28,2,0.1,alarm
2,RBF_I__s112__splice__moderate,7,d3_oof,RBF_I,34.82,57000,0,2,0.1,alarm
3,RBF_I__s112__concept__severe,7,d3_oof,RBF_I,33.06,57000,1,2,0.1,alarm
3,RBF_I__s112__instance__moderate,7,d3_oof,RBF_I,33.1,57000,1,2,0.1,alarm
3,RBF_I__s112__splice__severe,7,d3_oof,RBF_I,31.58,57000,24,2,0.1,alarm
3,RBF_I__s112__concept__moderate,7,d3_oof,RBF_I,36.18,57000,0,2,0.1,alarm
3,RBF_I__s112__clean__none,7,d3_oof,RBF_I,33.36,57000,1,2,0.1,alarm
3,RBF_I__s112__instance__severe,7,d3_oof,RBF_I,30.0,57000,36,2,0.1,alarm
3,RBF_I__s112__splice__moderate,7,d3_oof,RBF_I,34.0,57000,0,2,0.1,alarm
0,RBF_I__s112__instance__moderate,17,d3_oof,RBF_I,33.54,57000,1,2,0.1,alarm
