rows,training_visits,accepted_training_visits,accepted_refit_rows,resets,seconds,pending_candidate,audit_rows_reserved,policy,guarded,host_n,host_accuracy,host_macro_f1,poison_rows,poison_rows_admitted,poison_admission_rate,clean_rows,clean_rows_withheld,clean_withhold_rate,malicious_recall,benign_fpr,condition,stream,mode,level,base_seed,arm,detector,feedback_fraction,delay_blocks,no_feedback_blocks,status,host_macro_f1_reference,host_accuracy_reference,poison_admission_rate_reference,clean_withhold_rate_reference,resets_reference,training_visits_reference,seconds_reference,malicious_recall_reference,benign_fpr_reference,host_macro_f1_difference,host_accuracy_difference,poison_admission_rate_difference,clean_withhold_rate_difference,resets_difference,training_visits_difference,seconds_difference,malicious_recall_difference,benign_fpr_difference
60000,57000,49400,7600,8,0.71588691699435,False,3000,rl,True,56050,0.907992863514719,0.8998114322622934,0,0,,56050,7600,0.13559322033898305,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,adwin,0.01,1,0,complete,0.9000335547356548,0.9080820695807315,,0.05084745762711865,2,60800,0.8112437500094529,,,-0.0002221224733613969,-8.92060660124816e-05,,0.0847457627118644,6,-3800,-0.0953568330151029,,
60000,60800,47500,5700,2,0.7903986669844016,False,3000,confirmed,True,56050,0.912221231043711,0.9044845891295112,0,0,,56050,13300,0.23728813559322035,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,adwin,0.02,5,4,complete,0.9044845891295112,0.912221231043711,,0.23728813559322035,2,60800,0.7903986669844016,,,0.0,0.0,,0.0,0,0,0.0,,
60000,57000,46550,6650,7,0.7122589999926277,False,3000,rl,True,56050,0.9075289919714541,0.8995038302418222,0,0,,56050,10450,0.1864406779661017,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,adwin,0.01,5,4,complete,0.9003181924123496,0.908278322925959,,0.1694915254237288,2,60800,0.7778735409956425,,,-0.0008143621705273274,-0.000749330954504912,,0.01694915254237289,5,-3800,-0.06561454100301489,,
60000,57000,31350,3800,4,0.7351363329944434,False,3000,rl,True,56050,0.916413916146298,0.9092983771581434,0,0,,56050,25650,0.4576271186440678,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,adwin,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8489456249953946,,,0.008249453995198608,0.007867975022301521,,0.3220338983050848,3,-1900,-0.11380929200095125,,
60000,58900,43700,0,0,0.8784850839874707,False,3000,confirmed,True,56050,0.8954326494201605,0.8847023825393403,0,0,,56050,13300,0.23728813559322035,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,adwin,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8784850839874707,,,0.0,0.0,,0.0,0,0,0.0,,
60000,57000,44650,6650,7,0.7399819170241244,False,3000,rl,True,56050,0.912471008028546,0.9048444749226747,0,0,,56050,12350,0.22033898305084745,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,adwin,0.02,1,0,complete,0.9010264637547566,0.908528099910794,,0.1016949152542373,1,60800,0.848824374988908,,,0.003818011167918134,0.0039429081177519976,,0.11864406779661016,6,-3800,-0.10884245796478353,,
60000,57000,38950,3800,4,0.7223459999950137,False,3000,rl,True,56050,0.9067082961641392,0.8981092047940482,0,0,,56050,18050,0.3220338983050847,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,adwin,0.02,5,4,complete,0.9044845891295112,0.912221231043711,,0.23728813559322035,2,60800,0.7903986669844016,,,-0.00637538433546303,-0.005512934879571829,,0.08474576271186438,2,-3800,-0.06805266698938794,,
60000,57000,24700,4750,5,0.7315653749974445,False,3000,rl,True,56050,0.9025691347011596,0.8933528866678793,0,0,,56050,32300,0.576271186440678,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,adwin,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8784850839874707,,,0.00865050412853896,0.007136485280999083,,0.3389830508474576,5,-1900,-0.14691970899002627,,
60000,57000,49400,8550,9,0.7188969999842811,False,3000,rl,True,56050,0.907992863514719,0.8998114322622934,0,0,,56050,7600,0.13559322033898305,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,adwin,0.01,1,0,complete,0.9000335547356548,0.9080820695807315,,0.05084745762711865,2,60800,0.8112437500094529,,,-0.0002221224733613969,-8.92060660124816e-05,,0.0847457627118644,7,-3800,-0.09234675002517179,,
60000,57000,31350,3800,4,0.73032649999368,False,3000,rl,True,56050,0.916413916146298,0.9092983771581434,0,0,,56050,25650,0.4576271186440678,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,adwin,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8489456249953946,,,0.008249453995198608,0.007867975022301521,,0.3220338983050848,3,-1900,-0.11861912500171456,,
60000,57000,45600,8550,9,0.7044889589888044,False,3000,rl,True,56050,0.9071186440677966,0.8989946651628685,0,0,,56050,11400,0.2033898305084746,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,adwin,0.01,5,4,complete,0.9003181924123496,0.908278322925959,,0.1694915254237288,2,60800,0.7778735409956425,,,-0.001323527249481038,-0.0011596788581623718,,0.03389830508474578,7,-3800,-0.07338458200683817,,
60000,57000,38000,4750,5,0.7090687080053613,False,3000,rl,True,56050,0.9051025869759144,0.8962044835089618,0,0,,56050,19000,0.3389830508474576,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,adwin,0.02,5,4,complete,0.9044845891295112,0.912221231043711,,0.23728813559322035,2,60800,0.7903986669844016,,,-0.008280105620549483,-0.007118644067796609,,0.10169491525423727,3,-3800,-0.08132995897904038,,
60000,57000,44650,6650,7,0.7301511249970645,False,3000,rl,True,56050,0.912471008028546,0.9048444749226747,0,0,,56050,12350,0.22033898305084745,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,adwin,0.02,1,0,complete,0.9010264637547566,0.908528099910794,,0.1016949152542373,1,60800,0.848824374988908,,,0.003818011167918134,0.0039429081177519976,,0.11864406779661016,6,-3800,-0.11867324999184348,,
60000,57000,24700,4750,5,0.7100981250114273,False,3000,rl,True,56050,0.9025691347011596,0.8933528866678793,0,0,,56050,32300,0.576271186440678,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,adwin,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8784850839874707,,,0.00865050412853896,0.007136485280999083,,0.3389830508474576,5,-1900,-0.1683869589760434,,
60000,57000,50350,0,0,0.9065062919980846,False,3000,rl,True,56050,0.8937912578055308,0.8826433723016265,0,0,,56050,6650,0.11864406779661017,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_7,adwin,0.01,5,4,complete,0.9003181924123496,0.908278322925959,,0.1694915254237288,2,60800,0.7778735409956425,,,-0.017674820110723077,-0.014487065120428189,,-0.050847457627118633,-2,-3800,0.1286327510024421,,
60000,57000,54150,0,0,0.9687320420052856,False,3000,rl,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.05084745762711865,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_7,adwin,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8489456249953946,,,-0.01666288911089553,-0.01391614629794824,,-0.0847457627118644,-1,-1900,0.11978641700989101,,
60000,57000,55100,0,0,0.9797664580109995,False,3000,rl,True,56050,0.8955396966993756,0.8855610635550317,0,0,,56050,1900,0.03389830508474576,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_7,adwin,0.01,1,0,complete,0.9000335547356548,0.9080820695807315,,0.05084745762711865,2,60800,0.8112437500094529,,,-0.014472491180623104,-0.012542372881355845,,-0.016949152542372885,-2,-3800,0.16852270800154656,,
60000,57000,54150,0,0,0.9791082910087425,False,3000,rl,True,56050,0.8944692239072257,0.8842192960308786,0,0,,56050,2850,0.05084745762711865,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_7,adwin,0.02,1,0,complete,0.9010264637547566,0.908528099910794,,0.1016949152542373,1,60800,0.848824374988908,,,-0.016807167723878025,-0.014058876003568255,,-0.05084745762711865,-1,-3800,0.13028391601983458,,
60000,57000,48450,0,0,0.905148833990097,False,3000,rl,True,56050,0.8912399643175736,0.8796171820130717,0,0,,56050,8550,0.15254237288135594,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_7,adwin,0.02,5,4,complete,0.9044845891295112,0.912221231043711,,0.23728813559322035,2,60800,0.7903986669844016,,,-0.024867407116439533,-0.020981266726137426,,-0.0847457627118644,-2,-3800,0.1147501670056954,,
60000,57000,48450,1900,2,0.764606124983402,False,3000,rl,True,56050,0.9072256913470116,0.8992458275369322,0,0,,56050,8550,0.15254237288135594,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_17,adwin,0.02,1,0,complete,0.9010264637547566,0.908528099910794,,0.1016949152542373,1,60800,0.848824374988908,,,-0.0017806362178244273,-0.0013024085637823868,,0.05084745762711865,1,-3800,-0.08421825000550598,,
60000,57000,47500,950,1,0.8311673339921981,False,3000,rl,True,56050,0.896021409455843,0.88612687810191,0,0,,56050,9500,0.1694915254237288,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_17,adwin,0.01,1,0,complete,0.9000335547356548,0.9080820695807315,,0.05084745762711865,2,60800,0.8112437500094529,,,-0.013906676633744786,-0.01206066012488849,,0.11864406779661016,-1,-3800,0.019923583982745185,,
60000,57000,47500,950,1,0.8020250829868019,False,3000,rl,True,56050,0.904299732381802,0.895498735930816,0,0,,56050,9500,0.1694915254237288,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_17,adwin,0.01,5,4,complete,0.9003181924123496,0.908278322925959,,0.1694915254237288,2,60800,0.7778735409956425,,,-0.0048194564815335905,-0.003978590544157057,,0.0,-1,-3800,0.02415154199115932,,
60000,57000,47500,950,1,0.8222189170046477,False,3000,rl,True,56050,0.9091703835860838,0.9015361691351264,0,0,,56050,9500,0.1694915254237288,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_17,adwin,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8489456249953946,,,0.000487245972181527,0.0006244424620873712,,0.033898305084745756,0,-1900,-0.026726707990746945,,
60000,57000,39900,0,0,0.8807320419873577,False,3000,rl,True,56050,0.8918108831400535,0.8804100424635142,0,0,,56050,17100,0.3050847457627119,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_7,adwin,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8784850839874707,,,-0.004292340075826129,-0.0036217662801070194,,0.06779661016949154,0,-1900,0.002246957999886945,,
60000,57000,51300,44650,47,0.6720552920014597,False,3000,rl,True,56050,0.9090098126672613,0.9003879314310184,0,0,,56050,5700,0.1016949152542373,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_27,adwin,0.01,1,0,complete,0.9000335547356548,0.9080820695807315,,0.05084745762711865,2,60800,0.8112437500094529,,,0.0003543766953635341,0.0009277430865298752,,0.05084745762711865,45,-3800,-0.13918845800799318,,
60000,57000,46550,41800,44,0.6739333749865182,False,3000,rl,True,56050,0.9104192685102587,0.9017688052180753,0,0,,56050,10450,0.1864406779661017,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_27,adwin,0.01,5,4,complete,0.9003181924123496,0.908278322925959,,0.1694915254237288,2,60800,0.7778735409956425,,,0.0014506128057257817,0.0021409455842996694,,0.01694915254237289,42,-3800,-0.10394016600912437,,
60000,57000,39900,1900,2,0.7810817080026027,False,3000,rl,True,56050,0.9008563782337199,0.8914156842760601,0,0,,56050,17100,0.3050847457627119,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_17,adwin,0.02,5,4,complete,0.9044845891295112,0.912221231043711,,0.23728813559322035,2,60800,0.7903986669844016,,,-0.013068904853451135,-0.01136485280999111,,0.06779661016949154,0,-3800,-0.009316958981798962,,
60000,57000,37050,31350,33,0.6736590420041466,False,3000,rl,True,56050,0.9112934879571811,0.9027624129911793,0,0,,56050,19950,0.3559322033898305,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_27,adwin,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.8489456249953946,,,0.0017134898282344935,0.0027475468331846775,,0.22033898305084745,32,-1900,-0.175286582991248,,
60000,57000,42750,950,1,0.798910249985056,False,3000,rl,True,56050,0.9008563782337199,0.8917031723585069,0,0,,56050,14250,0.2542372881355932,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_17,adwin,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8784850839874707,,,0.007000789819166631,0.0054237288135593476,,0.016949152542372864,1,-1900,-0.07957483400241472,,
60000,57000,48450,40850,43,0.6707500419870485,False,3000,rl,True,56050,0.9092060660124889,0.9007741867593622,0,0,,56050,8550,0.15254237288135594,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_27,adwin,0.02,1,0,complete,0.9010264637547566,0.908528099910794,,0.1016949152542373,1,60800,0.848824374988908,,,-0.00025227699539442927,0.0006779661016949046,,0.05084745762711865,42,-3800,-0.17807433300185949,,
60000,57000,40850,37050,39,0.6752405829902273,False,3000,rl,True,56050,0.903657448706512,0.8938487571653825,0,0,,56050,16150,0.288135593220339,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_27,adwin,0.02,5,4,complete,0.9044845891295112,0.912221231043711,,0.23728813559322035,2,60800,0.7903986669844016,,,-0.010635831964128761,-0.00856378233719901,,0.05084745762711865,37,-3800,-0.11515808399417438,,
60000,57000,29450,26600,28,0.6803698749863543,False,3000,rl,True,56050,0.904299732381802,0.8947592161762141,0,0,,56050,27550,0.4915254237288136,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,q_alarm_persistence_27,adwin,0.05,5,4,complete,0.8847023825393403,0.8954326494201605,,0.23728813559322035,0,58900,0.8784850839874707,,,0.010056833636873819,0.008867082961641404,,0.2542372881355932,28,-1900,-0.19811520900111645,,
60000,57000,55100,0,0,0.9584793329995591,False,3000,none,True,56050,0.8955396966993756,0.8855610635550317,0,0,,56050,1900,0.03389830508474576,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,no_reset,hddm_w,0.01,1,0,complete,0.9029666048272753,0.9103479036574487,,0.05084745762711865,1,58900,0.889154000004055,,,-0.017405541272243585,-0.014808206958073056,,-0.016949152542372885,-1,-1900,0.06932533299550414,,
60000,57000,54150,0,0,0.9622329999983776,False,3000,none,True,56050,0.8946297948260482,0.8843860340520493,0,0,,56050,2850,0.05084745762711865,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,no_reset,hddm_w,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.9021234169922536,,,-0.01666288911089553,-0.01391614629794824,,-0.0847457627118644,-1,-1900,0.06010958300612401,,
60000,57000,50350,0,0,0.8875855829974171,False,3000,none,True,56050,0.8937912578055308,0.8826433723016265,0,0,,56050,6650,0.11864406779661017,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,no_reset,hddm_w,0.01,5,4,complete,0.8826433723016265,0.8937912578055308,,0.11864406779661017,0,57000,0.939191417011898,,,0.0,0.0,,0.0,0,0,-0.051605834014480934,,
60000,57000,48450,0,0,0.8759494589758106,False,3000,none,True,56050,0.8912399643175736,0.8796171820130717,0,0,,56050,8550,0.15254237288135594,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,no_reset,hddm_w,0.02,5,4,complete,0.8995572242936287,0.9078322925958965,,0.1694915254237288,1,58900,0.8771399169927463,,,-0.019940042280557013,-0.01659232827832291,,-0.016949152542372864,-1,-1900,-0.001190458016935736,,
60000,57000,54150,0,0,0.9499585419835057,False,3000,none,True,56050,0.8944692239072257,0.8842192960308786,0,0,,56050,2850,0.05084745762711865,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,no_reset,hddm_w,0.02,1,0,complete,0.9016065091679173,0.9090990187332738,,0.0847457627118644,1,58900,0.8902817909838632,,,-0.017387213137038726,-0.014629794826048093,,-0.033898305084745756,-1,-1900,0.059676750999642536,,
60000,57000,39900,0,0,0.8600067910156213,False,3000,none,True,56050,0.8918108831400535,0.8804100424635142,0,0,,56050,17100,0.3050847457627119,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,no_reset,hddm_w,0.05,5,4,complete,0.8804100424635142,0.8918108831400535,,0.3050847457627119,0,57000,0.9176862500025891,,,0.0,0.0,,0.0,0,0,-0.0576794589869678,,
60000,58900,56050,2850,1,0.889154000004055,False,3000,confirmed,True,56050,0.9103479036574487,0.9029666048272753,0,0,,56050,2850,0.05084745762711865,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,hddm_w,0.01,1,0,complete,0.9029666048272753,0.9103479036574487,,0.05084745762711865,1,58900,0.889154000004055,,,0.0,0.0,,0.0,0,0,0.0,,
60000,58900,51300,2850,1,0.9021234169922536,False,3000,confirmed,True,56050,0.9085459411239964,0.9010489231629448,0,0,,56050,7600,0.13559322033898305,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,hddm_w,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.9021234169922536,,,0.0,0.0,,0.0,0,0,0.0,,
60000,58900,53200,2850,1,0.8902817909838632,False,3000,confirmed,True,56050,0.9090990187332738,0.9016065091679173,0,0,,56050,4750,0.0847457627118644,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,hddm_w,0.02,1,0,complete,0.9016065091679173,0.9090990187332738,,0.0847457627118644,1,58900,0.8902817909838632,,,0.0,0.0,,0.0,0,0,0.0,,
60000,57000,50350,0,0,0.939191417011898,False,3000,confirmed,True,56050,0.8937912578055308,0.8826433723016265,0,0,,56050,6650,0.11864406779661017,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,hddm_w,0.01,5,4,complete,0.8826433723016265,0.8937912578055308,,0.11864406779661017,0,57000,0.939191417011898,,,0.0,0.0,,0.0,0,0,0.0,,
60000,58900,49400,2850,1,0.8771399169927463,False,3000,confirmed,True,56050,0.9078322925958965,0.8995572242936287,0,0,,56050,9500,0.1694915254237288,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,hddm_w,0.02,5,4,complete,0.8995572242936287,0.9078322925958965,,0.1694915254237288,1,58900,0.8771399169927463,,,0.0,0.0,,0.0,0,0,0.0,,
60000,57000,49400,7600,8,0.7785852500237525,False,3000,rl,True,56050,0.907992863514719,0.8998114322622934,0,0,,56050,7600,0.13559322033898305,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,hddm_w,0.01,1,0,complete,0.9029666048272753,0.9103479036574487,,0.05084745762711865,1,58900,0.889154000004055,,,-0.0031551725649818785,-0.002355040142729692,,0.0847457627118644,7,-1900,-0.11056874998030253,,
60000,57000,46550,6650,7,0.7659483749885112,False,3000,rl,True,56050,0.9075289919714541,0.8995038302418222,0,0,,56050,10450,0.1864406779661017,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,hddm_w,0.01,5,4,complete,0.8826433723016265,0.8937912578055308,,0.11864406779661017,0,57000,0.939191417011898,,,0.01686045794019575,0.013737734165923277,,0.06779661016949153,7,0,-0.1732430420233868,,
60000,57000,31350,3800,4,0.802646583004389,False,3000,rl,True,56050,0.916413916146298,0.9092983771581434,0,0,,56050,25650,0.4576271186440678,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,hddm_w,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.9021234169922536,,,0.008249453995198608,0.007867975022301521,,0.3220338983050848,3,-1900,-0.09947683398786467,,
60000,57000,39900,0,0,0.9176862500025891,False,3000,confirmed,True,56050,0.8918108831400535,0.8804100424635142,0,0,,56050,17100,0.3050847457627119,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,confirmed,hddm_w,0.05,5,4,complete,0.8804100424635142,0.8918108831400535,,0.3050847457627119,0,57000,0.9176862500025891,,,0.0,0.0,,0.0,0,0,0.0,,
60000,57000,44650,6650,7,0.7902458339813165,False,3000,rl,True,56050,0.912471008028546,0.9048444749226747,0,0,,56050,12350,0.22033898305084745,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,hddm_w,0.02,1,0,complete,0.9016065091679173,0.9090990187332738,,0.0847457627118644,1,58900,0.8902817909838632,,,0.0032379657547574325,0.0033719892952721597,,0.13559322033898305,6,-1900,-0.10003595700254664,,
60000,57000,38950,3800,4,0.7694803339836653,False,3000,rl,True,56050,0.9067082961641392,0.8981092047940482,0,0,,56050,18050,0.3220338983050847,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,hddm_w,0.02,5,4,complete,0.8995572242936287,0.9078322925958965,,0.1694915254237288,1,58900,0.8771399169927463,,,-0.0014480194995805107,-0.0011239964317573126,,0.15254237288135591,3,-1900,-0.10765958300908096,,
60000,57000,24700,4750,5,0.767032375006238,False,3000,rl,True,56050,0.9025691347011596,0.8933528866678793,0,0,,56050,32300,0.576271186440678,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,error_rule,hddm_w,0.05,5,4,complete,0.8804100424635142,0.8918108831400535,,0.3050847457627119,0,57000,0.9176862500025891,,,0.01294284420436509,0.010758251561106102,,0.2711864406779661,5,0,-0.15065387499635108,,
60000,57000,50350,49400,52,0.7502682089980226,False,3000,rl,True,56050,0.9130062444246209,0.9047892917830906,0,0,,56050,6650,0.11864406779661017,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,hddm_w,0.01,1,0,complete,0.9029666048272753,0.9103479036574487,,0.05084745762711865,1,58900,0.889154000004055,,,0.0018226869558153336,0.002658340767172196,,0.06779661016949153,51,-1900,-0.13888579100603238,,
60000,57000,34200,33250,35,0.7576069579954492,False,3000,rl,True,56050,0.9117395182872435,0.903350728475776,0,0,,56050,22800,0.4067796610169492,,,SEA_A__s115__clean__none,SEA_A,clean,none,115.0,selected_map,hddm_w,0.05,1,0,complete,0.9010489231629448,0.9085459411239964,,0.13559322033898305,1,58900,0.9021234169922536,,,0.0023018053128311955,0.0031935771632470855,,0.27118644067796616,34,-1900,-0.14451645899680443,,
